Card Name,Card Link,Card ID,archive,Information through ATE,It can be taken to EREN,Danger type 3.,Danger type 2.,Hazard type,Hazard characterization,Keywords,2. FILTRATION,Information is ready,"Document, publication related to the case 2.",Information source name/affiliation,Primary source of information,"Document, publication related to the case",Action taken,Additional measures,2. FILTER Are risk management options known?,2. FILTER Severity,2. FILTER Measure,2. FILTER Proximity in time,2. FILTRATION Groundedness,Total score of SCREENING 2,1. FILTRATION,2. RESULT OF FILTERING,Result of FILTER 1,Pre-screening,It requires confidential case management,Event type,Regularity of revaluation,"Document, publication related to the case 3.",What driver affects it?,Driver effect,1. Justification of FILTERING,Date of event (appearance of risk).,Date of access to information,Description of action,What is the reason for the increased exposure/sensitivity?,Signal,Notifiable body,Rationale for pre-screening,DRIVERs 1,HAZARDcat 1,PRODUCT 1,EREN status,HAZARDcat 2,PRODcat 2,DRIVERs 2,SOME information,2. Justification of FILTERING,It must be indicated as a partner institution,Unnamed: 53
MicroRNA in breast milk,https://trello.com/c/5f07134c52fe79281783a31d,5f07134c52fe79281783a31d,0,Ready,Done (was already on EREN),,,Genetic material,"Based on aniaml studies miRNA can migrate in the body, e.g. to the brain. In addition, miRNA dysregulation has been associated with certain types of cancer.",#breast milk #miRNS #mRNS #gene expression,Eliminated 3. (observation),True,,EMM media monitoring,From the media,Media appearance,True,Communication,3 (no),Not enough information,1,1,2,7.0,A new danger,,II. PHASE,It will move on to PHASE I,It doesn't require,Healthcare,1 month,,,,,2020-06-17T10:00:00.000Z,2020-07-01T10:00:00.000Z,Communication to EREN and on website.,We don't know much about the role of miRNA in breast milk and how it would work in infant formulas.,,,,,,,,,,,,,,
Neonicotinoid thiacloprid – European Parliament forces European Commission to reconsider its position on tolerances for imported foodstuffs,https://trello.com/c/65c1f3d0e7e558545a33af7b,65c1f3d0e7e558545a33af7b,0,,,,,Plant protection product residue,"Toxicity: Thiacloprid is known for its potential toxicity, which can pose health risks to consumers if residues are present in food.    Groundwater Contamination: Concerns about thiacloprid contaminating groundwater highlight potential long-term environmental and health impacts.    Unregulated Exposure: Inadequate border controls could lead to unregulated exposure to thiacloprid residues, increasing health risks.    Endocrine Disruption: Some neonicotinoids, including thiacloprid, have been associated with endocrine disruption, which can affect human hormone systems.    Consumer Safety: Ensuring zero tolerance and strict regulation is crucial to protect consumer safety and maintain fair competition for EU farmers.",#Neonikotinoid tiakloprid#peszticid,,,,EMM,From the media,Media appearance,True,,,2,3,3,3,11.0,,,II. PHASE,,,,6 months,,,,,,2024-01-30T11:00:00.000Z,,,,,,2.1 Globalization of trade in food and feed,1.2.3.1 Pesticide residues,2.1 Plants and Food of plant origin,,,,,,,,
"EU New Regulations Prohibit Monacolin K Health Claims for Red Yeast Rice, Monacolin K Health Claims Application Rejected",https://trello.com/c/66e943c25e8a6301a15927cb,66e943c25e8a6301a15927cb,0,,,,,Chemical hazard,Prohibition of monacolin K health claims,#red yeast rice #monacolin K #maintenance of normal blood LDL-cholesterol concentrations,,,Publication,EMM,From the media,Media appearance,,,3 (no),Not enough information,Not enough information,4,4,11.0,New evidence for hazard characterization,III. PHASE,II. PHASE,,It doesn't require,Healthcare,,,,,,,2024-09-10T10:00:00.000Z,,,,,,"6.2 Aging, more illness-prone population (in some areas)",1.3.2.3 Fungi,"2.6 Food supplements, dietary foods and fortified foods",,,,,,,,
"Increased prevalence and host range observed on vector-transmitted bacteria Candidatus Arsenophonus phytopathogenicus and Candidatus Phytoplasma solani associated with the syndrome ""Basses Richesses"" in sugar beet",https://trello.com/c/67430abda80a25e5199588d2,67430abda80a25e5199588d2,0,,,,Microbiological hazard,Biological hazard,Sugar beet disease caused by pathogenic bacteria reducing sugar content and root yield,,,,,EREN STADG-ER,From another foreign institution/organization,Publication,,,3 (no),4,Not enough information,4,4,15.0,Known hazard and increased exposure,III. PHASE,II. PHASE,,It doesn't require,,,,,,,,2024-10-28T11:00:00.000Z,,,,,,8.4 Emerging biological threats,1.3.2.2 Bacteria,"2.1.4 Tubers, starchy roots and sugar plants",,,,,,,,
Herbal preparations containing the ingredient Tongkat Alimay cause cancer,https://trello.com/c/6728a0f4b0acc33f2cf5b400,6728a0f4b0acc33f2cf5b400,0,,,,,Chemical hazard,Tongkat Ali root extract is genotoxic and can cause cancer,#Tongkat Ali (Eurycoma longifolia) #herbal preparation #genotoxicity,,,Publication,EMM,From the media,Media appearance,,,3 (no),3,Not enough information,4,4,14.0,,,II. PHASE,,,,,,,,,,2024-11-04T11:00:00.000Z,,,,,,,,2.1.11 Other plants,,,,,,,,
Poly- and perfluoroalkyl substances (PFAS) and their fluorinated alternatives,https://trello.com/c/5c9b6f9cdfc2611840417713,5c9b6f9cdfc2611840417713,0,Ready,,,,Pollutant of environmental origin,"PFAS compounds, with water- and grease-repellent properties, are used in various non-food products and can be found in fish, seafood, meat, and meat products. They pose health risks such as liver damage, immune system suppression, cancer, birth defects, and fertility issues. Regulation exists in the EU, USA, and Canada, with industries phasing them out since 2002. Shorter-chain fluorinated alternatives are used but still pose environmental and human health risks. EFSA has reevaluated the risks of PFOS and PFOA. PFOS and PFOA have long half-lives in humans and can lead to various health issues. The population's exposure often exceeds safe intake levels.",#PFAS #fluorinated #perfluoralkyl,,True,Publication,EFSA EREN meeting,From another foreign institution/organization,Legislation,True,,1 (again),3,Not enough information,4,4,13.0,Known hazard and increased exposure,III. PHASE,II. PHASE,It will move on to PHASE I,It doesn't require,Healthcare,6 months,,Aims to reduce PFAS bioaccumulation,True,,1960-01-01T11:00:00.000Z,2014-05-11T10:00:00.000Z,,,,,,,,,,,,,Ready,,,
Call to reduce arsenic levels in food to fight cancer,https://trello.com/c/6419782fa238aed59f0f795e,6419782fa238aed59f0f795e,0,To Do,,,,Pollutant of environmental origin,carcinogenic,#arsenic #maximumlimit #cancer #,,True,Media appearance,EMM,From the media,Legislation,,,,,,,,,New evidence for hazard characterization,,2 is eliminated.,It will move on to PHASE I,It doesn't require,Healthcare,3 months,,,,,,2023-03-21T11:00:00.000Z,,,,,,,,,,,,,,,,
"‘Food fraud’: Police in Spain, Italy seize 260,000 litres of adulterated olive oil",https://trello.com/c/65a640f3f7dd099334e0c4df,65a640f3f7dd099334e0c4df,0,To Do,,,,Chemical hazard,"Lampante oil is a term used to describe a type of olive oil that is considered inedible or unfit for human consumption in its raw state due to its poor quality and strong, unpleasant taste.",#oliveoil #adulteration #lampanteoil,Eliminated 3. (observation),,,EMM,From the media,Media appearance,,"Communication, Residential",1 (again),2,2,4,3,12.0,Known hazard and increased exposure,Eliminated 3. (observation),II. PHASE,It will move on to PHASE I,It doesn't require,Economic and health,,,"Economic reasons, cliamte change",True,,,2024-01-09T11:00:00.000Z,,,,,,,,,,,,,,,,
Monosodium Glutamate Intake and Risk Assessment,https://trello.com/c/649a9bd9158e3e438f7261c6,649a9bd9158e3e438f7261c6,0,To Do,,,,Additive,"The dangers to human health of excessive MSG consumption have been repeatedly brought to the attention of researchers. Recent findings have shown that excessive MSG consumption can trigger obesity, reproductive diseases and neurological symptoms.",#monosodiumglutamate,Eliminated 3. (observation),,,EMM,From the media,Publication,,"Communication, Residential",3 (no),1,1,3,2,10.0,New evidence for hazard characterization,Eliminated 3. (observation),II. PHASE,It will move on to PHASE I,It doesn't require,Healthcare,,,,,,,2023-06-23T10:00:00.000Z,,,,,,,,,,,,,,,,
β-N-methylamino-L-alanine (BMAA) neurotoxin,https://trello.com/c/5c822c3a5231df22dbda9b23,5c822c3a5231df22dbda9b23,0,Ready,,,Microbiological hazard,A naturally occurring toxic compound,"β-N-methylamino-L-alanine (BMAA) neurotoxin has neurodegenerative effects, plays a role in the development of Alzheimer's disease, amyotrophic lateral sclerosis/Parkinson's disease (ALS/PDC)",#BMAA #alga,More information is required,True,,EREN meeting,From another foreign institution/organization,,,,3 (no),Not enough information,Not enough information,Not enough information,Not enough information,3.0,Known hazard and increased exposure,,More information is required,It will move on to PHASE I,,Healthcare,,,Climate change,True,,,2017-11-01T11:00:00.000Z,,Increased occurrence of BMAA in seafood.,,,,,,,,,,,,"3 points in total, because we have no information on anything.",,
Cryptosporidium contamination of drinking water -  Potential for topic development,https://trello.com/c/674307803deadfdc2e9022d1,674307803deadfdc2e9022d1,0,,,,A parasite,Microbiological hazard,Cryptosporidium is a parasite that causes gastrointestinal disease. It is linked to water sources and is both a foodborne and waterborne pathogen influenced by various environmental factors,#Cryptosporidium#waterborne#foodborne#disease,More information is required,,,EREN,From another foreign institution/organization,Lecture,,,1 (again),2,2,2,1,8.0,,,More information is required,It will move on to PHASE I,,Healthcare,,,"Intensive agriculture, climate change",,It can cause outbreaks in developed countries,,2024-10-28T11:00:00.000Z,,,,,,4.3 Increasing concentration and integration of food chain industries,1.3.3.1.1 Cryptosporidium,2.4.2.2 Water for human consumption (other),More information needed,,,9.3 Increasing pressure on fresh water resources,,Additional information is need to better assess the current risk,,
Potential foodborne transmission of Helicobacter chickens,https://trello.com/c/67430aa96febe27263d7d734,67430aa96febe27263d7d734,0,,,,Bacterium,Microbiological hazard,"Helicobacter pullorum (H. pullorum) is an emerging foodborne pathogen that commonly colonizes the gastrointestinal tract of poultry, leading to gastroenteritis in poultry and humans as well",#Helicobacterpullorum# emergingfoodbornepathogen#zoonosis#poultry#poultrymeat,More information is required,,,EREN STADG-ER,From another foreign institution/organization,Publication,,,1 (again),2,3,3,3,12.0,New hazard and significant exposure,More information is required,II. PHASE,It will move on to PHASE I,,Healthcare,,,"Poultry meat consumption, industrialized farming",,Emerging new threat to public health with substantial prevalence in poultry meat,,2024-10-28T11:00:00.000Z,,,,,Emerging new threat to public health,7.1 Increasing global demand for meat,1.3.2.2.6a Helicobacter,2.2.1.1 Poultry meat and meat products,,1.2.2.2.1 Bacterial toxins,3.4 Poultry,"4.2 Industrialisation of agriculture, from small-scale and subsistence farming to large agri-businesses",,"More information is needed as data remain limited. Evidence on the prevalence of this foodborne pathogen is available from only a few countries, and conclusions have been drawn based on relatively small sample sizes.",,
European Commission Calls for Immediate Measures to Eradicate Outbreak of Ovine Rinderpest in Velingrad,https://trello.com/c/676185dce1ff7c8fa648e8f9,676185dce1ff7c8fa648e8f9,0,,,,Virus,Microbiological hazard,"Peste des petits ruminants (PPR), also known as ovine rinderpest, is a highly contagious viral disease affecting sheep and goats. Classified as a Category A disease, which necessitates immediate eradication upon detection.",#Pestedespetitsruminants#ovinerinderpest#notifiabledisease#potencialepizootic,More information is required,,Legislation,EMM,From the media,Media appearance,,,1 (again),3,2,4,3,13.0,Known hazard and increased exposure,More information is required,II. PHASE,It will move on to PHASE I,,Economic and health,,Other,Global trade,,Significant increase in number of outbreaks in the EU,,2024-12-17T11:00:00.000Z,,"Possibly lower biosecurity status of effected farms, lack of testing and poor diagnostics and official control measures",,,"Sporadic emergence of the disease in 3 EU contries (Bulgaria, Romania, Greece)",4. Agro-food chain structures,1.3.2.1 Viruses,3.1 Cattle and other domestic ruminants,,,,2. Global trade,,"Eradication programs have been initiated; however, the close proximity of the virus outbreaks to the European mainland is concerning.",,
"The interplay between antimicrobial resistance, heavy metal pollution, and the role of microplastics",https://trello.com/c/67fcab7d377f5b33f7003c38,67fcab7d377f5b33f7003c38,0,,,Microbiological hazard,Pollutant of technological origin,Chemical hazard,Environmental pollution with heavy metals and microplastics could enhance the global health challenge antimicrobial resistance.,#AMR#pollution#heavymetals#microplastics,More information is required,,,Frontiers,From a professional journal,Publication,,,1 (again),3,3,4,2,13.0,New evidence for hazard characterization,More information is required,II. PHASE,It will move on to PHASE I,,Healthcare,,,"Global pollution, overpopulation and overconsumption of goods",,"AMR is a known phenomenon, however there is a novel complex mechanism that facilitates the process of AMR",,2025-04-01T10:00:00.000Z,,,,,The role of microplastics in AMR is novel finding,6.1 Increasing global population,1.2.1.1 Metals and ions,4. Food chain,,1.2.1.4 Micro- and nanoplastic,,"4.2 Industrialisation of agriculture, from small-scale and subsistence farming to large agri-businesses",,There is currently little information about the complex interplay of heavy metals and microplastics in the enhancement of AMR,,
Inorganic As in rice drinks - Finnish study,https://trello.com/c/6863d40b49ffd5f2644ed972,6863d40b49ffd5f2644ed972,0,,,,Chemical hazard,Pollutant of environmental origin,"iAs is a known carcinogen, and exposure may increase due to increased consumption of plant-based beverages, especially rice-drinks.",#rice drink #plant-based #arsenic #risk assessment,More information is required,,,EREN,From another foreign institution/organization,,,,3 (no),4,1,4,3,15.0,Known hazard and increased exposure,More information is required,II. PHASE,It will move on to PHASE I,Internationally,Healthcare,6 months,,consumer trends toward milk alternatives,,"iAs is a known carcinogen, and exposure may increase due to increased consumption of plant-based beverages, especially rice-drinks.",,2025-05-12T10:00:00.000Z,,"increased popularity of plant-based beverages, eg. rice-drink",,,"iAs is a known carcinogen, and exposure may increase due to increased consumption of plant-based beverages, especially rice-drinks.",,1.2.1 Environmental contaminants,2.4.2.3 Other non-alcoholic beverages,,,,,,the issue could be relevant in Hungary,,
Rat Hepatitis E Virus (HEV) causing hepatitis in people,https://trello.com/c/683eb420ec0e8ff6e34b9b8c,683eb420ec0e8ff6e34b9b8c,0,,,,Virus,Microbiological hazard,"Rocahepevirus ratti (HEV-C1) is an emerging zoonotic hepatitis E virus genotype carried primarily by rats, capable of infecting humans, especially causing severe disease in immunocompromised individuals, with suspected transmission via rodent contact, contaminated water, or food, including shellfish.",#HEV#HepatitisEvirus#rodents#mollusks,More information is required,,Other,EREN,From another foreign institution/organization,Publication,,,Not enough information,3,1,3,2,,A new danger,,II. PHASE,It will move on to PHASE I,,Healthcare,,,Improved technological advancement,,Although new mode of transmission (foodborne route) was identified there are significant amount of questions regarding the exact transmission mechanism and origin of the virus,,2025-05-12T10:00:00.000Z,,Improved diagnostic capabilities,,,New findings of human infection with a HEV-C1 virus,Unknown,1.3.2.1 Viruses,2.2.1.5 Seafood and seafood products,,,,,,,,
